Ticker,Company,Sector,Revenue_2022,Revenue_2021,Revenue_2020
BDI.TO,Black Diamond Group Limited,Industrials,324544000.0,339550000.0,179857000.0
BKI.TO,Black Iron Inc.,Basic Materials,0.0,0.0,0.0
BB.TO,BlackBerry Limited,Technology,656000000.0,718000000.0,893000000.0
BLN.TO,Blackline Safety Corp.,Technology,100006000.0,72931000.0,54312000.0
GBT.TO,BMTC Group Inc.,Consumer Cyclical,717972000.0,819445000.0,649056000.0
BRMI.TO,Boat Rocker Media Inc.,Communication Services,304281000.0,580369000.0,226803000.0
BBD-B.TO,Bombardier Inc.,Industrials,6913000000.0,6085000000.0,6487000000.0
BNE.TO,Bonterra Energy Corp.,Energy,384197000.0,251616000.0,121642000.0
BLX.TO,Boralex Inc.,Utilities,836000000.0,691000000.0,633000000.0
BYD.TO,Boyd Group Services Inc.,Consumer Cyclical,2432318000.0,1872670000.0,1561224000.0
BRAG.TO,Bragg Gaming Group Inc.,Communication Services,84734000.0,58319000.0,46421000.0
BRY.TO,Bri-Chem Corp.,Energy,104513230.0,60404605.0,45155719.0
BCT.TO,BriaCell Therapeutics Corp.,Healthcare,0.0,0.0,0.0
BRE.TO,Bridgemarq Real Estate Services Inc.,Real Estate,49871000.0,50202000.0,40339000.0
LCS.TO,Brompton Lifeco Split Corp.,Financial Services,-4723341.0,18774868.0,-13578911.0
SBC.TO,Brompton Split Banc Corp.,Financial Services,-41687627.0,101560748.0,9967140.0
BAM.TO,Brookfield Asset Management Ltd.,Financial Services,0.0,2788000000.0,2251000000.0
BBUC.TO,Brookfield Business Corporation,Financial Services,10598000000.0,9649000000.0,9606000000.0
BBU-UN.TO,Brookfield Business Partners L.P.,Industrials,57545000000.0,46587000000.0,37635000000.0
BN.TO,Brookfield Corporation,Financial Services,92769000000.0,75731000000.0,62752000000.0
BIPC.TO,Brookfield Infrastructure Corporation,Utilities,1886000000.0,1643000000.0,1430000000.0
BIP-UN.TO,Brookfield Infrastructure Partners L.P.,Utilities,14427000000.0,11537000000.0,8885000000.0
BPO-PX.TO,Brookfield Office Properties Inc.,Real Estate,N/A,N/A,N/A
BEPC.TO,Brookfield Renewable Corporation,Utilities,3778000000.0,3367000000.0,3087000000.0
BEP-UN.TO,Brookfield Renewable Partners L.P.,Utilities,4711000000.0,4096000000.0,3810000000.0
DOO.TO,BRP Inc.,Consumer Cyclical,10033400000.0,7647900000.0,5952900000.0
BU.TO,Burcon NutraScience Corporation,Consumer Defensive,363913.0,171471.0,258646.0
BK.TO,Canadian Banc Corp.,Financial Services,4316201.0,62628462.0,-12674670.0
BABY.TO,Else Nutrition Holdings Inc.,Consumer Defensive,8527000.0,4687000.0,1482000.0
CAE.TO,CAE Inc.,Industrials,4203300000.0,3371300000.0,2981900000.0
CWL.TO,The Caldwell Partners International Inc.,Industrials,156165000.0,119766000.0,58193000.0
CFW.TO,Calfrac Well Services Ltd.,Energy,1499220000.0,880249000.0,705436000.0
CGY.TO,Calian Group Ltd.,Industrials,658583000.0,582172000.0,518404000.0
CXB.TO,Calibre Mining Corp.,Basic Materials,403072000.0,328132000.0,242748000.0
CCO.TO,Cameco Corporation,Energy,1868003000.0,1474984000.0,1800073000.0
CF.TO,Canaccord Genuity Group Inc.,Financial Services,1510397000.0,2046002000.0,2007688000.0
CNE.TO,Canacol Energy Ltd,Energy,335711000.0,310544000.0,278805000.0
GOOS.TO,Canada Goose Holdings Inc.,Consumer Cyclical,1217000000.0,1098400000.0,903700000.0
CM.TO,Canadian Imperial Bank of Commerce,Financial Services,23290000000.0,21764000000.0,19960000000.0
LFE.TO,Canadian Life Companies Split Corp.,Financial Services,4009728.0,27592246.0,-21178075.0
CNR.TO,Canadian National Railway Company,Industrials,16828000000.0,17107000000.0,14477000000.0
CNQ.TO,Canadian Natural Resources Limited,Energy,49530000000.0,32854000000.0,17491000000.0
CP.TO,Canadian Pacific Kansas City Limited,Industrials,8814000000.0,7995000000.0,7710000000.0
CTC-A.TO,"Canadian Tire Corporation, Limited",Consumer Cyclical,17810600000.0,16292100000.0,14871000000.0
CU.TO,Canadian Utilities Limited,Utilities,4048000000.0,3515000000.0,3233000000.0
CWB.TO,Canadian Western Bank,Financial Services,1112574000.0,1076287000.0,1016033000.0
CCM.TO,Canagold Resources Ltd.,Basic Materials,0.0,0.0,0.0
CFP.TO,Canfor Corporation,Basic Materials,7426700000.0,7684900000.0,5454400000.0
CFX.TO,Canfor Pulp Products Inc.,Basic Materials,1085600000.0,1144900000.0,990500000.0
ICE.TO,Canlan Ice Sports Corp.,Consumer Cyclical,73728000.0,40393000.0,39259000.0
WEED.TO,Canopy Growth Corporation,Healthcare,402904000.0,510321000.0,546649000.0
CPX.TO,Capital Power Corporation,Utilities,2799000000.0,1857000000.0,1881000000.0
CS.TO,Capstone Copper Corp.,Basic Materials,1296024000.0,794769000.0,453763000.0
CJ.TO,Cardinal Energy Ltd.,Energy,741840000.0,448755000.0,226455000.0
CRDL.TO,Cardiol Therapeutics Inc.,Healthcare,0.0,78760.0,0.0
CRRX.TO,CareRx Corporation,Healthcare,381727000.0,262630000.0,162196000.0
CJT.TO,Cargojet Inc.,Industrials,979900000.0,757800000.0,668500000.0
CUP-U.TO,"Caribbean Utilities Company, Ltd.",Utilities,267336000.0,198478000.0,177450000.0
CAS.TO,Cascades Inc.,Consumer Cyclical,4466000000.0,3956000000.0,4105000000.0
CET.TO,Cathedral Energy Services Ltd.,Energy,298401000.0,62524000.0,40574000.0
CCL-B.TO,CCL Industries Inc.,Consumer Cyclical,6382200000.0,5732800000.0,5242300000.0
CLS.TO,Celestica Inc.,Technology,7250000000.0,5634700000.0,5748100000.0
CVE.TO,Cenovus Energy Inc.,Energy,71765000000.0,48811000000.0,13914000000.0
CEE.TO,Centamin plc,Basic Materials,788424000.0,733306000.0,828737000.0
CG.TO,Centerra Gold Inc.,Basic Materials,850194000.0,900141000.0,721262000.0
CNT.TO,Century Global Commodities Corporation,Consumer Defensive,11258530.0,8718428.0,8802892.0
CRP.TO,Ceres Global Ag Corp.,Consumer Defensive,1036703000.0,1060941000.0,748204000.0
CDAY.TO,Dayforce Inc.,Technology,1246200000.0,1024200000.0,842500000.0
CEU.TO,CES Energy Solutions Corp.,Energy,1922319000.0,1196420000.0,888047000.0
GIB-A.TO,CGI Inc.,Technology,14296360000.0,12867201000.0,12126793000.0
CIA.TO,Champion Iron Limited,Basic Materials,1395088000.0,1460806000.0,1281815000.0
CWEB.TO,"Charlotte's Web Holdings, Inc.",Healthcare,74139000.0,96092000.0,95226000.0
CSH-UN.TO,Chartwell Retirement Residences,Real Estate,706801000.0,676355000.0,924715000.0
CHW.TO,Chesswood Group Limited,Financial Services,201522000.0,107422000.0,88894000.0
CGG.TO,China Gold International Resources Corp. Ltd.,Basic Materials,1104949000.0,1137356000.0,864032000.0
CHR.TO,Chorus Aviation Inc.,Industrials,1595804000.0,1023275000.0,948721000.0
CIX.TO,CI Financial Corp.,Financial Services,2426343000.0,2169629000.0,2052784000.0
CGAA.TO,CI Global Asset Allocation Private Pool ETF,Exchange Traded Fund,N/A,N/A,N/A
CINF.TO,CI Global Infrastructure Private Pool,Exchange Traded Fund,N/A,N/A,N/A
CGRA.TO,CI Global Real Asset Private Pool,Exchange Traded Fund,N/A,N/A,N/A
CGRE.TO,CI Global REIT Private Pool,Exchange Traded Fund,N/A,N/A,N/A
CCRE.TO,CIBC Core Fixed Income Pool,Exchange Traded Fund,N/A,N/A,N/A
CGX.TO,Cineplex Inc.,Communication Services,1268562000.0,656669000.0,418263000.0
CPH.TO,Cipher Pharmaceuticals Inc.,Healthcare,20675000.0,21943000.0,21607000.0
CVG.TO,Clairvest Group Inc.,Financial Services,131760000.0,420352000.0,181235000.0
CKI.TO,Clarke Inc.,Consumer Cyclical,59966000.0,60017000.0,20056000.0
CCA.TO,Cogeco Communications Inc.,Communication Services,2984128000.0,2900654000.0,2510453000.0
GCL.TO,Colabor Group Inc.,Consumer Defensive,574071000.0,477004000.0,461319000.0
CNL.TO,Collective Mining Ltd.,Basic Materials,0.0,0.0,0.0
CIGI.TO,Colliers International Group Inc.,Real Estate,4459487000.0,4089129000.0,2786857000.0
CMG.TO,Computer Modelling Group Ltd.,Technology,73846000.0,66202000.0,67363000.0
CDR.TO,Condor Energies Inc.,Energy,3607000.0,883000.0,2780000.0
COG.TO,Condor Gold Plc,Basic Materials,0.0,0.0,0.0
CFF.TO,Conifex Timber Inc.,Basic Materials,231266800.0,250533400.0,128710800.0
CSU.TO,Constellation Software Inc.,Technology,6622000000.0,5107000000.0,3969000000.0
CTS.TO,Converge Technology Solutions Corp.,Technology,2164647000.0,1329737000.0,948799000.0
CPLF.TO,Copperleaf Technologies Inc.,Technology,73385000.0,69283000.0,44519741.0
CSW-A.TO,Corby Spirit and Wine Limited,Consumer Defensive,162955000.0,159393000.0,159778000.0
CJR-B.TO,Corus Entertainment Inc.,Communication Services,1511240000.0,1598586000.0,1543483000.0
CVO.TO,Coveo Solutions Inc.,Technology,112002000.0,86488000.0,64857000.0
CPG.TO,Crescent Point Energy Corp.,Energy,3993000000.0,2829400000.0,1488000000.0
CTX.TO,Crescita Therapeutics Inc.,Healthcare,23525000.0,16769000.0,15640000.0
CR.TO,Crew Energy Inc.,Energy,607902000.0,341206000.0,139457000.0
CRON.TO,Cronos Group Inc.,Healthcare,91904000.0,74435000.0,46719000.0
CRWN.TO,Crown Capital Partners Inc.,Financial Services,39306000.0,41936000.0,38499000.0
CXI.TO,"Currency Exchange International, Corp.",Financial Services,81954769.0,67498673.0,30565660.0
CYB.TO,Cymbria Corporation,Financial Services,-90087000.0,292926000.0,-17557000.0
DBO.TO,D-BOX Technologies Inc.,Technology,34122000.0,21313000.0,11080000.0
DCM.TO,DATA Communications Management Corp.,Industrials,273804000.0,235331000.0,259314000.0
DFY.TO,Definity Financial Corporation,Financial Services,3247700000.0,2917800000.0,2696300000.0
DN.TO,Delta 9 Cannabis Inc.,Healthcare,63228271.0,62291436.0,52047053.0
DML.TO,Denison Mines Corp.,Energy,16945000.0,20000000.0,14423000.0
DNTL.TO,dentalcorp Holdings Ltd.,Healthcare,1250300000.0,1030800000.0,666200000.0
DSG.TO,The Descartes Systems Group Inc.,Technology,486014000.0,424690000.0,348664000.0
DXT.TO,Dexterra Group Inc.,Industrials,971517000.0,733380000.0,477815000.0
DRT.TO,DIRTT Environmental Solutions Ltd.,Industrials,172161000.0,147593000.0,171507000.0
DSV.TO,Discovery Silver Corp.,Basic Materials,0.0,0.0,0.0
DIV.TO,Diversified Royalty Corp.,Industrials,45183000.0,37281000.0,30496000.0
DFN.TO,Dividend 15 Split Corp.,Financial Services,63030463.0,237540190.0,-63194188.0
DF.TO,Dividend 15 Split Corp. II,Financial Services,9973760.0,44940049.0,-14587934.0
DGS.TO,Dividend Growth Split Corp.,Financial Services,-8188468.0,135028434.0,-15358373.0
DS.TO,Dividend Select 15 Corp.,Financial Services,1024166.0,11724726.0,-4352237.0
DCBO.TO,Docebo Inc.,Technology,142912000.0,104242000.0,62917000.0
DOL.TO,Dollarama Inc.,Consumer Defensive,5052741000.0,4330761000.0,4026259000.0
DBM.TO,Doman Building Materials Group Ltd.,Industrials,3039017000.0,2543674000.0,1613804000.0
DLCG.TO,Dominion Lending Centres Inc.,Financial Services,70720000.0,78816000.0,52413000.0
DII-B.TO,Dorel Industries Inc.,Consumer Cyclical,1570274000.0,1758705000.0,1717702000.0
DRM.TO,Dream Unlimited Corp.,Real Estate,343768000.0,325922000.0,347623000.0
DC-A.TO,Dundee Corporation,Basic Materials,8654000.0,11598000.0,18009000.0
DPM.TO,Dundee Precious Metals Inc.,Basic Materials,569795000.0,641443000.0,609558000.0
DND.TO,Dye & Durham Limited,Technology,451105000.0,474808000.0,208945000.0
DYA.TO,dynaCERT Inc.,Industrials,1149061.0,757002.0,467610.0
DNG.TO,Dynacor Group Inc.,Basic Materials,197545309.0,195906298.0,101532815.0
DR.TO,Medical Facilities Corporation,Healthcare,424551000.0,398633000.0,363854000.0
DIAM.TO,Star Diamond Corporation,Basic Materials,0.0,0.0,0.0
ENS.TO,E Split Corp.,Financial Services,50703310.0,41638818.0,-12195858.0
ELF.TO,E-L Financial Corporation Limited,Financial Services,-706984000.0,2323627000.0,2564899000.0
ELR.TO,Eastern Platinum Limited,Basic Materials,49834000.0,68198000.0,56143000.0
ECN.TO,ECN Capital Corp.,Financial Services,196671000.0,119743000.0,146623000.0
ECO.TO,EcoSynthetix Inc.,Basic Materials,19034526.0,18161891.0,13662711.0
ELD.TO,Eldorado Gold Corporation,Basic Materials,871461000.0,943474000.0,1026685000.0
EFN.TO,Element Fleet Management Corp.,Industrials,1959818000.0,1662486000.0,1770320000.0
ELO.TO,Eloro Resources Ltd.,Basic Materials,0.0,0.0,0.0
EMA.TO,Emera Incorporated,Utilities,7588000000.0,5765000000.0,5506000000.0
EMP-A.TO,Empire Company Limited,Consumer Defensive,30478100000.0,30162400000.0,28268300000.0
ENB.TO,Enbridge Inc.,Energy,53309000000.0,47071000000.0,39087000000.0
EDV.TO,Endeavour Mining plc,Basic Materials,2508100000.0,2642100000.0,1424100000.0
EDR.TO,Endeavour Silver Corp.,Basic Materials,210160000.0,165320000.0,138461000.0
EFX.TO,Enerflex Ltd.,Energy,1777798000.0,960156000.0,1217052000.0
EFR.TO,Energy Fuels Inc.,Energy,12515000.0,3184000.0,1658000.0
ERF.TO,Enerplus Corporation,Energy,2353374000.0,1482575000.0,646591000.0
ENGH.TO,Enghouse Systems Limited,Technology,454022000.0,427585000.0,467177000.0
ESI.TO,Ensign Energy Services Inc.,Energy,1577329000.0,995594000.0,936818000.0
E.TO,"Enterprise Group, Inc.",Energy,26892249.0,18732335.0,15520105.0
EGLX.TO,Enthusiast Gaming Holdings Inc.,Communication Services,202835921.0,167364286.0,72758717.0
ETG.TO,Entrée Resources Ltd.,Basic Materials,0.0,0.0,0.0
EQB.TO,EQB Inc.,Financial Services,782186000.0,642907000.0,556833000.0
EQX.TO,Equinox Gold Corp.,Basic Materials,952196000.0,1082286000.0,845388000.0
ERD.TO,Erdene Resource Development Corporation,Basic Materials,0.0,0.0,0.0
ERO.TO,Ero Copper Corp.,Basic Materials,426392000.0,489915000.0,324076000.0
EPRX.TO,Eupraxia Pharmaceuticals Inc.,Healthcare,0.0,0.0,0.0
ESM.TO,Euro Sun Mining Inc.,Basic Materials,0.0,0.0,0.0
ET.TO,Evertz Technologies Limited,Technology,454578000.0,441016000.0,342888000.0
EXN.TO,Excellon Resources Inc.,Basic Materials,25824000.0,37955000.0,26202000.0
MIN.TO,Excelsior Mining Corp.,Basic Materials,4178000.0,5033000.0,0.0
EIF.TO,Exchange Income Corporation,Industrials,2059373000.0,1413146000.0,1149629000.0
XTC.TO,Exco Technologies Limited,Consumer Cyclical,619303000.0,489943000.0,461171000.0
EXRO.TO,Exro Technologies Inc.,Industrials,2185448.0,0.0,0.0
EXE.TO,Extendicare Inc.,Healthcare,1221577000.0,1166987000.0,1103544000.0
ELEF.TO,Silver Elephant Mining Corp.,Basic Materials,0.0,0.0,0.0
EDT.TO,Spectral Medical Inc.,Healthcare,1667000.0,1996000.0,2101000.0
FFH.TO,Fairfax Financial Holdings Limited,Financial Services,25815600000.0,25801900000.0,19860500000.0
FIH-U.TO,Fairfax India Holdings Corporation,Financial Services,209966000.0,542263000.0,-29202000.0
FANS.TO,FansUnite Entertainment Inc.,Consumer Cyclical,27301000.0,5603000.0,1558090.0
FDY.TO,Faraday Copper Corp.,Basic Materials,0.0,0.0,0.0
FDGE.TO,Farmers Edge Inc.,Technology,32771000.0,36172000.0,45880000.0
FSZ.TO,Fiera Capital Corporation,Financial Services,664892000.0,737849000.0,689475000.0
FIL.TO,Filo Corp.,Basic Materials,0.0,0.0,0.0
FTN.TO,Financial 15 Split Corp.,Financial Services,-2579948.0,115673351.0,-85553068.0
FTT.TO,Finning International Inc.,Industrials,9279000000.0,7294000000.0,6196000000.0
FTG.TO,Firan Technology Group Corporation,Industrials,89624000.0,79365000.0,102435000.0
FC.TO,Firm Capital Mortgage Investment Corporation,Financial Services,43150276.0,34210503.0,33639684.0
FR.TO,First Majestic Silver Corp.,Basic Materials,626850000.0,587225000.0,366676000.0
FF.TO,First Mining Gold Corp.,Basic Materials,0.0,0.0,0.0
FN.TO,First National Financial Corporation,Financial Services,525699000.0,492807000.0,459868000.0
FM.TO,First Quantum Minerals Ltd.,Basic Materials,7626000000.0,7212000000.0,5070000000.0
FSV.TO,FirstService Corporation,Real Estate,3745835000.0,3249072000.0,2772415000.0
FCU.TO,Fission Uranium Corp.,Energy,0.0,0.0,0.0
FLNT.TO,Flint Corp.,Energy,604673000.0,389402000.0,393121000.0
FLOW.TO,Flow Beverage Corp.,Consumer Defensive,46675139.0,47120185.0,42697547.0
FAR.TO,Foraco International SA,Basic Materials,330555000.0,269689000.0,207122000.0
FOM.TO,Foran Mining Corporation,Basic Materials,0.0,0.0,0.0
FSY.TO,Forsys Metals Corp.,Basic Materials,0.0,0.0,0.0
FTS.TO,Fortis Inc.,Utilities,11043000000.0,9448000000.0,8935000000.0
FVI.TO,Fortuna Silver Mines Inc.,Basic Materials,681491000.0,599853000.0,278966000.0
FT.TO,Fortune Minerals Limited,Basic Materials,0.0,0.0,0.0
FORZ.TO,Forza Petroleum Limited,Energy,323769000.0,187796000.0,81956000.0
FNV.TO,Franco-Nevada Corporation,Basic Materials,1315700000.0,1300000000.0,1020200000.0
FVL.TO,Freegold Ventures Limited,Basic Materials,0.0,0.0,0.0
FRU.TO,Freehold Royalties Ltd.,Energy,393020000.0,208992000.0,89958000.0
FEC.TO,Frontera Energy Corporation,Energy,1365467000.0,926633000.0,658194000.0
FURY.TO,Fury Gold Mines Limited,Basic Materials,0.0,0.0,0.0
FOOD.TO,Goodfood Market Corp.,Consumer Cyclical,168558000.0,268586000.0,379234000.0
FFN.TO,North American Financial 15 Split Corp.,Financial Services,-3816254.0,89902078.0,-38123890.0
FTU.TO,US Financial 15 Split Corp,Financial Services,-316309.0,4645722.0,-2099818.0
FORA.TO,VerticalScope Holdings Inc.,Communication Services,80488146.0,65761629.0,56923265.0
GLXY.TO,Galaxy Digital Holdings Ltd.,Financial Services,0.0,0.0,0.0
GAU.TO,Galiano Gold Inc.,Basic Materials,0.0,0.0,0.0
GH.TO,Gamehost Inc.,Consumer Cyclical,69700000.0,33300000.0,34600000.0
GATO.TO,"Gatos Silver, Inc.",Basic Materials,0.0,0.0,0.0
GDI.TO,GDI Integrated Facility Services Inc.,Industrials,2172000000.0,1597000000.0,1411611000.0
GXE.TO,Gear Energy Ltd.,Energy,187277000.0,129027000.0,65057000.0
GDC.TO,Genesis Land Development Corp.,Real Estate,140357000.0,109761000.0,103933000.0
GEO.TO,Geodrill Limited,Basic Materials,138625412.0,115214415.0,82435561.0
WN.TO,George Weston Limited,Consumer Defensive,57048000000.0,53748000000.0,53270000000.0
GFL.TO,GFL Environmental Inc.,Industrials,6761300000.0,5136600000.0,4196200000.0
GEI.TO,Gibson Energy Inc.,Energy,11035411000.0,7211148000.0,4938066000.0
GIL.TO,Gildan Activewear Inc.,Consumer Cyclical,3240482000.0,2922570000.0,1981276000.0
GIVX.TO,Givex Corp.,Technology,72905000.0,55206000.0,51525000.0
GVC.TO,Glacier Media Inc.,Communication Services,176012000.0,164562000.0,151304000.0
GLG.TO,GLG Life Tech Corporation,Consumer Defensive,10921991.0,10876457.0,15290204.0
GLO.TO,Global Atomic Corporation,Basic Materials,1149494.0,957723.0,707552.0
GDV.TO,Global Dividend Growth Split Corp.,Financial Services,-37462021.0,29086022.0,1298034.0
GEC.TO,Global Education Communities Corp.,Consumer Defensive,78603000.0,73235000.0,60869000.0
GMX.TO,Globex Mining Enterprises Inc.,Basic Materials,2000452.0,35273516.0,7398565.0
GSY.TO,goeasy Ltd.,Financial Services,1019336000.0,826722000.0,652922000.0
GGD.TO,GoGold Resources Inc.,Basic Materials,30260000.0,36054000.0,53232000.0
GMTN.TO,Gold Mountain Mining Corp.,Basic Materials,10908467.0,0.0,0.0
GRC.TO,Gold Springs Resource Corp.,Basic Materials,0.0,0.0,0.0
GGA.TO,Goldgroup Mining Inc.,Basic Materials,552000.0,18439000.0,19874000.0
GOLD.TO,GoldMining Inc.,Basic Materials,0.0,0.0,0.0
XAU.TO,Goldmoney Inc.,Financial Services,318718386.0,358612696.0,662246931.0
GDL.TO,Goodfellow Inc.,Basic Materials,631185000.0,615946000.0,454103000.0
GTE.TO,Gran Tierra Energy Inc.,Energy,711388000.0,473722000.0,237838000.0
GWO.TO,Great-West Lifeco Inc.,Financial Services,44704000000.0,64447000000.0,60599000000.0
GFP.TO,GreenFirst Forest Products Inc.,Basic Materials,446259000.0,122607000.0,0.0
GRN.TO,Greenlane Renewables Inc.,Industrials,71241000.0,55351000.0,22500000.0
GCG-A.TO,Guardian Capital Group Limited,Financial Services,192200000.0,190210000.0,304737000.0
GDEP.TO,Guardian Directed Equity Path Portfolio,Exchange Traded Fund,N/A,N/A,N/A
GDPY.TO,Guardian Directed Premium Yield Portfolio,Exchange Traded Fund,N/A,N/A,N/A
GURU.TO,GURU Organic Energy Corp.,Consumer Defensive,29288320.0,29080953.0,30190919.0
GUD.TO,Knight Therapeutics Inc.,Healthcare,293563000.0,243478000.0,199519000.0
GRA.TO,NanoXplore Inc.,Basic Materials,122700485.0,92333826.0,66654634.0
HAI.TO,Haivision Systems Inc.,Technology,139856595.0,125696985.0,92591393.0
HMM-A.TO,Hammond Manufacturing Company Limited,Industrials,225922000.0,190128000.0,148223000.0
HPS-A.TO,Hammond Power Solutions Inc.,Industrials,558464000.0,380202000.0,322097000.0
HWX.TO,Headwater Exploration Inc.,Energy,458379000.0,190940000.0,9499000.0
HFPC-U.TO,Helios Fairfax Partners Corporation,Financial Services,-29188000.0,-12893000.0,-183072000.0
HBP.TO,Helix BioPharma Corp.,Healthcare,0.0,0.0,0.0
HRX.TO,Héroux-Devtek Inc.,Industrials,543622000.0,536087000.0,570685000.0
HWO.TO,High Arctic Energy Services Inc,Energy,80020000.0,76442000.0,90834000.0
HLF.TO,High Liner Foods Incorporated,Consumer Defensive,1069714000.0,875405000.0,827453000.0
HLS.TO,HLS Therapeutics Inc.,Healthcare,61467000.0,60009000.0,56109000.0
HZM.TO,Horizonte Minerals Plc,Basic Materials,0.0,0.0,0.0
HBM.TO,Hudbay Minerals Inc.,Basic Materials,1461440000.0,1501998000.0,1092418000.0
H.TO,Hydro One Limited,Utilities,7780000000.0,7225000000.0,7290000000.0
ITE.TO,i3 Energy Plc,Energy,241972000.0,98857000.0,13821000.0
IAG.TO,iA Financial Corporation Inc.,Financial Services,6546000000.0,13398000000.0,17685000000.0
IMG.TO,IAMGOLD Corporation,Basic Materials,958800000.0,875500000.0,1241700000.0
IFA.TO,iFabric Corp.,Consumer Cyclical,19743008.0,19763672.0,11521676.0
IGM.TO,IGM Financial Inc.,Financial Services,3455358000.0,3587598000.0,3150716000.0
ILLM.TO,illumin Holdings Inc.,Communication Services,121038735.0,122026302.0,104894048.0
III.TO,Imperial Metals Corporation,Basic Materials,172797000.0,133591000.0,148097000.0
IMO.TO,Imperial Oil Limited,Energy,57234000000.0,35580000000.0,20548000000.0
IDG.TO,Indigo Books & Music Inc.,Consumer Cyclical,1057740000.0,1062250000.0,904738000.0
ISV.TO,Information Services Corporation,Industrials,189895000.0,169379000.0,136723000.0
INE.TO,Innergex Renewable Energy Inc.,Utilities,870494000.0,747208000.0,613207000.0
IPO.TO,InPlay Oil Corp.,Energy,238590000.0,113854000.0,41934000.0
IFC.TO,Intact Financial Corporation,Financial Services,21151000000.0,17577000000.0,12462000000.0
IGX.TO,IntelGenx Technologies Corp.,Healthcare,950000.0,1535000.0,1544000.0
IPCI.TO,Intellipharmaceutics International Inc.,Healthcare,65728.0,0.0,1401517.0
IFP.TO,Interfor Corporation,Basic Materials,4584045000.0,3289146000.0,2183609000.0
IMP.TO,Intermap Technologies Corporation,Technology,6795000.0,5799000.0,4720000.0
IPCO.TO,International Petroleum Corporation,Energy,1231242000.0,741034000.0,340841000.0
ITH.TO,International Tower Hill Mines Ltd.,Basic Materials,0.0,0.0,0.0
IVQ.TO,Invesque Inc.,Real Estate,198035000.0,196147000.0,217387000.0
IE.TO,Ivanhoe Electric Inc.,Basic Materials,8440000.0,4652000.0,4633000.0
IVN.TO,Ivanhoe Mines Ltd.,Basic Materials,0.0,0.0,0.0
IGB.TO,Purpose Global Bond Class,Exchange Traded Fund,N/A,N/A,N/A
JAG.TO,Jaguar Mining Inc.,Basic Materials,142500000.0,151467000.0,160247000.0
JWEL.TO,Jamieson Wellness Inc.,Consumer Defensive,547369000.0,451032000.0,403661000.0
JOY.TO,Journey Energy Inc.,Energy,246951000.0,134412000.0,70907000.0
KBL.TO,K-Bro Linen Inc.,Industrials,276623000.0,223992000.0,196591000.0
KNT.TO,K92 Mining Inc.,Basic Materials,188186000.0,154326000.0,159125000.0
KRN.TO,Karnalyte Resources Inc.,Basic Materials,0.0,0.0,0.0
KRR.TO,Karora Resources Inc.,Basic Materials,317042000.0,264186000.0,239136000.0
KLS.TO,Kelso Technologies Inc.,Industrials,10931188.0,7425707.0,11149130.0
KEL.TO,Kelt Exploration Ltd.,Energy,613358000.0,316763000.0,207156000.0
KEY.TO,Keyera Corp.,Energy,7060223000.0,4984906000.0,3012510000.0
KXS.TO,Kinaxis Inc.,Technology,366889000.0,250726000.0,224189000.0
K.TO,Kinross Gold Corporation,Basic Materials,3455100000.0,2599600000.0,4213400000.0
KITS.TO,Kits Eyecare Ltd.,Consumer Cyclical,91639000.0,82403000.0,75217000.0
KEC.TO,Kiwetinohk Energy Corp.,Energy,768450000.0,297185000.0,9758000.0
KSI.TO,"kneat.com, inc.",Healthcare,23749201.0,15501350.0,7421917.0
KEI.TO,Kolibri Global Energy Inc.,Energy,48376000.0,19128000.0,12251000.0
KPT.TO,KP Tissue Inc.,Consumer Defensive,0.0,0.0,0.0
LIF.TO,Labrador Iron Ore Royalty Corporation,Basic Materials,232322000.0,279466000.0,201929000.0
LAM.TO,Laramide Resources Ltd.,Energy,0.0,0.0,0.0
LGO.TO,Largo Inc.,Basic Materials,229251000.0,198280000.0,119987000.0
LAS-A.TO,Lassonde Industries Inc.,Consumer Defensive,2150975000.0,1892862000.0,1980925000.0
LB.TO,Laurentian Bank of Canada,Financial Services,1025510000.0,1034235000.0,1002457000.0
LNF.TO,Leon's Furniture Limited,Consumer Cyclical,2517659000.0,2512670000.0,2220180000.0
LGD.TO,Liberty Gold Corp.,Basic Materials,0.0,0.0,0.0
LBS.TO,Life & Banc Split Corp.,Financial Services,-44282010.0,157620234.0,-13722858.0
LSPK.TO,LifeSpeak Inc.,Technology,47370102.0,23266666.0,10083770.0
LSPD.TO,Lightspeed Commerce Inc.,Technology,730506000.0,548372000.0,221728000.0
LNR.TO,Linamar Corporation,Consumer Cyclical,7917911000.0,6536574000.0,5815573000.0
LEV.TO,The Lion Electric Company,Industrials,139914470.0,57710204.0,23422623.0
LAAC.TO,Lithium Americas (Argentina) Corp.,Basic Materials,0.0,0.0,0.0
LAC.TO,Lithium Americas Corp.,Basic Materials,0.0,0.0,0.0
LIRC.TO,Lithium Royalty Corp.,Basic Materials,1683801.0,1803175.0,1123276.0
L.TO,Loblaw Companies Limited,Consumer Defensive,56504000000.0,53170000000.0,52714000000.0
LN.TO,Loncor Gold Inc.,Basic Materials,0.0,0.0,0.0
LPEN.TO,Loop Energy Inc.,Industrials,3328000.0,1424000.0,546000.0
LUC.TO,Lucara Diamond Corp.,Basic Materials,212934000.0,230078000.0,125263000.0
LUG.TO,Lundin Gold Inc.,Basic Materials,815666000.0,733329000.0,358156000.0
