Ticker,Company,Sector,Revenue_2022,Revenue_2021,Revenue_2020,opcashflw_2023,opcashflw_2022,opcashflw_2021,total_assets_2023,total_assets_2022,total_assets_2021,equity_2023,equity_2022,equity_2021,liability_2023,liability_2022,liability_2021
WCN.TO,"Waste Connections, Inc.",Industrials,7211859000.0,6151361000.0,5445990000.0,2022492000.0,1698229000.0,1408521000.0,17134603000.0,14699924000.0,13992364000.0,7113644000.0,6993545000.0,6863438000.0,7113644000.0,6993545000.0,6863438000.0
WELL.TO,WELL Health Technologies Corp.,Healthcare,569136000.0,302324000.0,50240000.0,76546000.0,22268000.0,-5383000.0,1319031000.0,1287319000.0,265609000.0,815251000.0,707756000.0,218348000.0,815251000.0,707756000.0,218348000.0
WDO.TO,Wesdome Gold Mines Ltd.,Basic Materials,265483000.0,262907000.0,215466000.0,65206000.0,130958000.0,102292000.0,619127000.0,553719000.0,348280000.0,398519000.0,395175000.0,256369000.0,398519000.0,395175000.0,256369000.0
WFG.TO,West Fraser Timber Co. Ltd.,Basic Materials,9701000000.0,10518000000.0,4373000000.0,2207000000.0,3552000000.0,968000000.0,9973000000.0,10433000000.0,4178000000.0,7619000000.0,7656000000.0,2478000000.0,7619000000.0,7656000000.0,2478000000.0
WRN.TO,Western Copper and Gold Corporation,Basic Materials,0.0,0.0,0.0,-3344354.0,-3869489.0,-2369592.0,114382545.0,115487886.0,83810068.0,109742218.0,112066370.0,82626794.0,109742218.0,112066370.0,82626794.0
WRG.TO,Western Energy Services Corp.,Energy,200344000.0,131678000.0,103684000.0,28541000.0,16631000.0,27723000.0,475708000.0,456003000.0,495625000.0,302530000.0,186500000.0,222473000.0,302530000.0,186500000.0,222473000.0
WEF.TO,Western Forest Products Inc.,Basic Materials,1444000000.0,1417700000.0,964900000.0,-10300000.0,281600000.0,80400000.0,932800000.0,959000000.0,852200000.0,651700000.0,617200000.0,505600000.0,651700000.0,617200000.0,505600000.0
WRX.TO,Western Resources Corp.,Basic Materials,0.0,0.0,0.0,-759404.0,-8330821.0,-4256810.0,351097751.0,304501899.0,246848009.0,245705559.0,241405998.0,160840502.0,245705559.0,241405998.0,160840502.0
WPRT.TO,Westport Fuel Systems Inc.,Consumer Cyclical,305698000.0,312412000.0,252497000.0,-31578000.0,-43793000.0,-35149000.0,407451000.0,471313000.0,346263000.0,203966000.0,236419000.0,104059000.0,203966000.0,236419000.0,104059000.0
WTE.TO,Westshore Terminals Investment Corporation,Industrials,291960000.0,340471000.0,368410000.0,91202000.0,136571000.0,176394000.0,1258799000.0,1296852000.0,1251400000.0,712706000.0,788471000.0,740577000.0,712706000.0,788471000.0,740577000.0
WPM.TO,Wheaton Precious Metals Corp.,Basic Materials,1065053000.0,1201665000.0,1096224000.0,743424000.0,845145000.0,765442000.0,6759906000.0,6296151000.0,5957272000.0,6717675000.0,6250117000.0,5714571000.0,6717675000.0,6250117000.0,5714571000.0
WCP.TO,Whitecap Resources Inc.,Energy,4780400000.0,2694000000.0,931898000.0,2183100000.0,1124000000.0,450175000.0,9529800000.0,6878200000.0,3381410000.0,5049700000.0,3739400000.0,996951000.0,5049700000.0,3739400000.0,996951000.0
WILD.TO,WildBrain Ltd.,Communication Services,532871000.0,507223000.0,452534000.0,94190000.0,33100000.0,105680000.0,1213986000.0,1219174000.0,1127902000.0,325323000.0,315403000.0,302913000.0,325323000.0,315403000.0,302913000.0
WLLW.TO,Willow Biosciences Inc.,Healthcare,821000.0,133000.0,10000.0,-13862000.0,-18227000.0,-12780000.0,18148000.0,35016000.0,21864000.0,16374000.0,29682000.0,-559000.0,16374000.0,29682000.0,-559000.0
WCM-B.TO,Wilmington Capital Management Inc.,Financial Services,1659000.0,1871000.0,2013000.0,268000.0,-77000.0,-2393000.0,70773000.0,64021000.0,62260000.0,68395000.0,62616000.0,61195000.0,68395000.0,62616000.0,61195000.0
WPK.TO,Winpak Ltd.,Consumer Cyclical,1181133000.0,1001994000.0,852493000.0,77569000.0,97055000.0,156005000.0,1462489000.0,1321694000.0,1332615000.0,1238775000.0,1115739000.0,1167043000.0,1238775000.0,1115739000.0,1167043000.0
WSP.TO,WSP Global Inc.,Industrials,11932900000.0,10279100000.0,8803900000.0,814800000.0,1060100000.0,1125100000.0,14841700000.0,11250400000.0,8837400000.0,6009100000.0,4665200000.0,4081400000.0,6009100000.0,4665200000.0,4081400000.0
XTG.TO,Xtra-Gold Resources Corp.,Basic Materials,0.0,0.0,0.0,1528415.0,670948.0,505415.0,11881013.0,10758031.0,9340942.0,10474334.0,9635548.0,8914123.0,10474334.0,9635548.0,8914123.0
XTRA.TO,Xtract One Technologies Inc.,Technology,4111244.0,3619214.0,1081975.0,-13535322.0,-9271441.0,-11694837.0,18998830.0,18058184.0,49398424.0,14742898.0,14545175.0,46838346.0,14742898.0,14545175.0,46838346.0
Y.TO,Yellow Pages Limited,Communication Services,268278000.0,287646000.0,333538000.0,49500000.0,104579000.0,126998000.0,207298000.0,305229000.0,366379000.0,65781000.0,116131000.0,29301000.0,65781000.0,116131000.0,29301000.0
YRB.TO,Yorbeau Resources Inc.,Basic Materials,596841.0,820893.0,817736.0,-1083824.0,-914806.0,-826652.0,26597708.0,28313437.0,28088147.0,25944600.0,27454684.0,27139342.0,25944600.0,27454684.0,27139342.0
