Ticker,Company,Sector,Revenue_2022,Revenue_2021,Revenue_2020,opcashflw_2023,opcashflw_2022,opcashflw_2021,total_assets_2023,total_assets_2022,total_assets_2021,equity_2023,equity_2022,equity_2021,liability_2023,liability_2022,liability_2021
AAB.TO,Aberdeen International Inc.,Financial Services,-8762676.0,9139536.0,5628492.0,-2609555.0,689969.0,-1139027.0,30414722.0,43095945.0,34234649.0,28782235.0,40765369.0,32377884.0,28782235.0,40765369.0,32377884.0
ADN.TO,Acadian Timber Corp.,Basic Materials,90473000.0,95729000.0,91031000.0,15235000.0,16229000.0,20617000.0,547836000.0,516642000.0,513398000.0,303723000.0,291485000.0,293240000.0,303723000.0,291485000.0,293240000.0
ACD.TO,Accord Financial Corp.,Financial Services,43403627.0,47593755.0,33904916.0,31507257.0,-101646734.0,23370653.0,491761230.0,520108716.0,384912638.0,106612140.0,103959649.0,93759124.0,106612140.0,103959649.0,93759124.0
ARA.TO,Aclara Resources Inc.,Basic Materials,0.0,0.0,0.0,-8441000.0,-4024000.0,2511000.0,156817000.0,164817000.0,75162000.0,153187000.0,161767000.0,69130000.0,153187000.0,161767000.0,69130000.0
ADCO.TO,Adcore Inc.,Technology,19693000.0,27966000.0,16997000.0,-2547000.0,-1436000.0,5524000.0,14543000.0,17284000.0,12736000.0,9734000.0,12195000.0,6885000.0,9734000.0,12195000.0,6885000.0
ADEN.TO,ADENTRA Inc.,Industrials,2579568000.0,1616199000.0,928438000.0,210685000.0,-65418000.0,61028000.0,1428974000.0,1114924000.0,460223000.0,506972000.0,414032000.0,239826000.0,506972000.0,414032000.0,239826000.0
DRX.TO,ADF Group Inc.,Industrials,250890000.0,280740000.0,172593000.0,-2612000.0,2669000.0,28842000.0,271617000.0,201050000.0,189951000.0,124985000.0,108450000.0,99565000.0,124985000.0,108450000.0,99565000.0
AAV.TO,Advantage Energy Ltd.,Energy,964366000.0,492035000.0,245085000.0,502378000.0,223152000.0,100714000.0,2216958000.0,1994990000.0,1533709000.0,1564678000.0,1460118000.0,1040160000.0,1564678000.0,1460118000.0,1040160000.0
ARE.TO,Aecon Group Inc.,Industrials,4696450000.0,3977322000.0,3643618000.0,-112861000.0,-31410000.0,272958000.0,3567017000.0,3286817000.0,3287399000.0,953995000.0,913566000.0,874107000.0,953995000.0,913566000.0,874107000.0
AEG.TO,Aegis Brands Inc.,Consumer Cyclical,15159000.0,10876000.0,9428000.0,-734000.0,-3976000.0,-716000.0,73880000.0,20320000.0,102657000.0,7045000.0,7903000.0,15409000.0,7045000.0,7903000.0,15409000.0
AEZS.TO,Aeterna Zentaris Inc.,Healthcare,5640000.0,5260000.0,3652000.0,-13680000.0,-8581000.0,-4129000.0,56026000.0,80102000.0,37005000.0,35776000.0,52986000.0,13211000.0,35776000.0,52986000.0,13211000.0
AOI.TO,Africa Oil Corp.,Energy,0.0,0.0,0.0,-16300000.0,-10800000.0,-5348000.0,917700000.0,991600000.0,910499000.0,830600000.0,948000000.0,754287000.0,830600000.0,948000000.0,754287000.0
AFN.TO,Ag Growth International Inc.,Industrials,1458082000.0,1198523000.0,1000130000.0,102170000.0,39115000.0,74170000.0,1646051000.0,1593654000.0,1479179000.0,265670000.0,268751000.0,263137000.0,265670000.0,268751000.0,263137000.0
AGF-B.TO,AGF Management Limited,Financial Services,446064000.0,445435000.0,446961000.0,87239000.0,64600000.0,47803000.0,1420278000.0,1368989000.0,1359365000.0,1088896000.0,1030546000.0,1031123000.0,1088896000.0,1030546000.0,1031123000.0
AEM.TO,Agnico Eagle Mines Limited,Basic Materials,5741162000.0,3869625000.0,3138113000.0,2096636000.0,1345308000.0,1192054000.0,23494808000.0,10216090000.0,9614755000.0,16241345000.0,5999771000.0,5683213000.0,16241345000.0,5999771000.0,5683213000.0
AIM.TO,Aimia Inc.,Financial Services,476500000.0,12600000.0,14300000.0,-17700000.0,21400000.0,-32000000.0,804000000.0,431000000.0,444200000.0,776900000.0,404000000.0,431300000.0,776900000.0,404000000.0,431300000.0
AC.TO,Air Canada,Industrials,16556000000.0,6400000000.0,5833000000.0,2368000000.0,-1502000000.0,-2353000000.0,29507000000.0,30614000000.0,28913000000.0,-1555000000.0,9000000.0,1715000000.0,-1555000000.0,9000000.0,1715000000.0
BOS.TO,AirBoss of America Corp.,Basic Materials,477155000.0,586858000.0,501572000.0,-30775000.0,2023000.0,104399000.0,440766000.0,443264000.0,367369000.0,196997000.0,235148000.0,194588000.0,196997000.0,235148000.0,194588000.0
AKT-A.TO,AKITA Drilling Ltd.,Energy,200996000.0,110088000.0,119664000.0,18198000.0,-3461000.0,22860000.0,268281000.0,247574000.0,251521000.0,137851000.0,131485000.0,152266000.0,137851000.0,131485000.0,152266000.0
AKU.TO,Akumin Inc.,Healthcare,749631000.0,421079000.0,245626000.0,65367000.0,17050000.0,18615000.0,1765115000.0,1918826000.0,665052000.0,141291000.0,321148000.0,85170000.0,141291000.0,321148000.0,85170000.0
AGI.TO,Alamos Gold Inc.,Basic Materials,821200000.0,823600000.0,748100000.0,298500000.0,356500000.0,368400000.0,3674200000.0,3621500000.0,3636500000.0,2721100000.0,2735600000.0,2851500000.0,2721100000.0,2735600000.0,2851500000.0
ALC.TO,Algoma Central Corporation,Industrials,677942000.0,598873000.0,545660000.0,133130000.0,162381000.0,157061000.0,1365697000.0,1200083000.0,1223096000.0,726024000.0,640283000.0,560616000.0,726024000.0,640283000.0,560616000.0
ASTL.TO,Algoma Steel Group Inc.,Basic Materials,2778500000.0,3806000000.0,1794900000.0,177300000.0,1263400000.0,8100000.0,2455600000.0,2693600000.0,1553900000.0,1462200000.0,1582600000.0,173800000.0,1462200000.0,1582600000.0,173800000.0
AQN.TO,Algonquin Power & Utilities Corp.,Utilities,2765155000.0,2274142000.0,1676991000.0,619096000.0,157466000.0,505217000.0,17627613000.0,16797503000.0,13224149000.0,7155815000.0,7701605000.0,5989365000.0,7155815000.0,7701605000.0,5989365000.0
ATD.TO,Alimentation Couche-Tard Inc.,Consumer Cyclical,71856700000.0,62809900000.0,45760100000.0,4344600000.0,3944900000.0,4086600000.0,29049200000.0,29591600000.0,28394500000.0,12564500000.0,12437600000.0,12180900000.0,12564500000.0,12437600000.0,12180900000.0
ALYA.TO,Alithya Group Inc.,Technology,522701000.0,437885000.0,287643000.0,28882000.0,1850000.0,-456000.0,464101000.0,447721000.0,243261000.0,187068000.0,199751000.0,108012000.0,187068000.0,199751000.0,108012000.0
AMM.TO,Almaden Minerals Ltd.,Basic Materials,0.0,0.0,0.0,-1653398.0,-1600250.0,-1231882.0,78050210.0,87232290.0,76448771.0,69815677.0,80184137.0,71177434.0,69815677.0,80184137.0,71177434.0
AII.TO,Almonty Industries Inc.,Basic Materials,24796000.0,20847000.0,25095000.0,-5573000.0,-8440000.0,-4831000.0,192845000.0,165855000.0,151063000.0,39750000.0,37492000.0,29169000.0,39750000.0,37492000.0,29169000.0
ATCU.TO,Alta Copper Corp.,Basic Materials,0.0,0.0,0.0,-742084.0,-991492.0,-511963.0,66919562.0,65996849.0,65202224.0,64627078.0,65416649.0,64256211.0,64627078.0,65416649.0,64256211.0
ALA.TO,AltaGas Ltd.,Energy,14087000000.0,10573000000.0,5587000000.0,539000000.0,738000000.0,773000000.0,23965000000.0,21593000000.0,21532000000.0,7618000000.0,7601000000.0,7661000000.0,7618000000.0,7601000000.0,7661000000.0
ALS.TO,Altius Minerals Corporation,Basic Materials,101958000.0,81210000.0,59987000.0,74260000.0,47299000.0,37119000.0,780584000.0,721401000.0,589610000.0,608809000.0,528979000.0,383825000.0,608809000.0,528979000.0,383825000.0
ARR.TO,Altius Renewable Royalties Corp.,Utilities,781400.0,81600.0,165600.0,-1172200.0,-1365800.0,-803200.0,201612900.0,165565400.0,71533500.0,195047600.0,159055900.0,70269100.0,195047600.0,159055900.0,70269100.0
AIF.TO,Altus Group Limited,Real Estate,735451000.0,625387000.0,561156000.0,77085000.0,56308000.0,72300000.0,1263886000.0,1199200000.0,735400000.0,599870000.0,589363000.0,383449000.0,599870000.0,589363000.0,383449000.0
HOT-UN.TO,American Hotel Income Properties REIT LP,Real Estate,281367000.0,241307000.0,174855000.0,44910000.0,17954000.0,3553000.0,1052795000.0,1152388000.0,1193906000.0,322106000.0,374604000.0,341714000.0,322106000.0,374604000.0,341714000.0
USA.TO,Americas Gold and Silver Corporation,Basic Materials,85016000.0,45051000.0,27883000.0,-1179000.0,-50945000.0,-18921000.0,190819000.0,213434000.0,284816000.0,98589000.0,103835000.0,181162000.0,98589000.0,103835000.0,181162000.0
ARG.TO,Amerigo Resources Ltd.,Basic Materials,264192000.0,300577000.0,178379000.0,23631000.0,93846000.0,19777000.0,231179000.0,269345000.0,237575000.0,118703000.0,138793000.0,110682000.0,118703000.0,138793000.0,110682000.0
ANRG.TO,Anaergia Inc.,Industrials,162853000.0,129873000.0,128042000.0,-30558000.0,-59598000.0,26628000.0,935105000.0,693386000.0,452231000.0,342140000.0,323396000.0,125771000.0,342140000.0,323396000.0,125771000.0
AND.TO,Andlauer Healthcare Group Inc.,Industrials,648423000.0,440115000.0,314340000.0,137128000.0,84091000.0,51003000.0,712460000.0,644169000.0,252797000.0,440992000.0,352119000.0,94327000.0,440992000.0,352119000.0,94327000.0
ADW-A.TO,Andrew Peller Limited,Consumer Defensive,382140000.0,373944000.0,393036000.0,13754000.0,15592000.0,41119000.0,566748000.0,558071000.0,542521000.0,253638000.0,265401000.0,265574000.0,253638000.0,265401000.0,265574000.0
ATE.TO,Antibe Therapeutics Inc.,Healthcare,0.0,0.0,0.0,-16305000.0,-16920000.0,-105000.0,70561000.0,89158000.0,81741000.0,40166000.0,56833000.0,50264000.0,40166000.0,56833000.0,50264000.0
APLI.TO,Appili Therapeutics Inc.,Healthcare,334177.0,1390684.0,0.0,-10097836.0,-19081182.0,-11450650.0,3132375.0,8281726.0,18316955.0,-7396979.0,-3270542.0,12752860.0,-7396979.0,-3270542.0,12752860.0
APS.TO,Aptose Biosciences Inc.,Healthcare,0.0,0.0,0.0,-32322000.0,-43304000.0,-33891000.0,51027000.0,82525000.0,126262000.0,37741000.0,74236000.0,118915000.0,37741000.0,74236000.0,118915000.0
ARX.TO,ARC Resources Ltd.,Energy,9850400000.0,5511500000.0,1173200000.0,3833300000.0,2006500000.0,655700000.0,11623900000.0,11380300000.0,4954200000.0,6653500000.0,5927500000.0,2790600000.0,6653500000.0,5927500000.0,2790600000.0
AR.TO,Argonaut Gold Inc.,Basic Materials,388341000.0,436911000.0,319692000.0,-3749000.0,130688000.0,111441000.0,1259395000.0,1269327000.0,1053410000.0,836269000.0,831630000.0,772178000.0,836269000.0,831630000.0,772178000.0
ARIS.TO,Aris Mining Corporation,Basic Materials,399963000.0,382611000.0,390921000.0,76954000.0,80554000.0,136378000.0,1242120000.0,998385000.0,650565000.0,501375000.0,478526000.0,196228000.0,501375000.0,478526000.0,196228000.0
ATZ.TO,Aritzia Inc.,Consumer Cyclical,2195630000.0,1494630000.0,857323000.0,74913000.0,338353000.0,125628000.0,1836543000.0,1424586000.0,1140737000.0,685787000.0,530811000.0,360263000.0,685787000.0,530811000.0,360263000.0
AMC.TO,Arizona Metals Corp.,Basic Materials,0.0,0.0,0.0,-21505672.0,-18931133.0,-6229693.0,53282520.0,57277503.0,4785203.0,52674763.0,56207724.0,4596754.0,52674763.0,56207724.0,4596754.0
ASCU.TO,Arizona Sonoran Copper Company Inc.,Basic Materials,0.0,0.0,0.0,-3554000.0,-6414000.0,-1475000.0,69578000.0,54424000.0,17990000.0,65982000.0,44078000.0,6987000.0,65982000.0,44078000.0,6987000.0
ASND.TO,Ascendant Resources Inc.,Basic Materials,0.0,0.0,0.0,-1423000.0,-2353000.0,9515000.0,13781000.0,7910000.0,6450000.0,-3790000.0,3859000.0,4775000.0,-3790000.0,3859000.0,4775000.0
AOT.TO,Ascot Resources Ltd.,Basic Materials,0.0,0.0,0.0,-5035000.0,-7636000.0,-5574000.0,379096000.0,339046000.0,249982000.0,308939000.0,257205000.0,177648000.0,308939000.0,257205000.0,177648000.0
ACO-X.TO,ATCO Ltd.,Utilities,4978000000.0,4289000000.0,3944000000.0,2396000000.0,1864000000.0,1843000000.0,24139000000.0,23004000000.0,22200000000.0,8344000000.0,7949000000.0,7849000000.0,8344000000.0,7949000000.0,7849000000.0
ATH.TO,Athabasca Oil Corporation,Energy,1504685000.0,1016323000.0,464648000.0,315618000.0,194253000.0,-22910000.0,2230354000.0,1742131000.0,1425984000.0,1710497000.0,1025959000.0,567025000.0,1710497000.0,1025959000.0,567025000.0
AI.TO,Atrium Mortgage Investment Corporation,Financial Services,50126000.0,44464000.0,44358000.0,58070000.0,67885000.0,56405000.0,874780000.0,775487000.0,755315000.0,475564000.0,470167000.0,462887000.0,475564000.0,470167000.0,462887000.0
ATS.TO,ATS Corporation,Industrials,2577384000.0,2182717000.0,1430052000.0,127800000.0,216163000.0,185159000.0,3543793000.0,3069397000.0,2201752000.0,1130583000.0,985683000.0,910360000.0,1130583000.0,985683000.0,910360000.0
G.TO,Augusta Gold Corp.,Basic Materials,0.0,0.0,0.0,-6754963.0,-11038748.0,-2145854.0,60668959.0,32152816.0,26056825.0,16489511.0,22239747.0,2657317.0,16489511.0,22239747.0,2657317.0
ORA.TO,Aura Minerals Inc.,Basic Materials,392699000.0,424006000.0,299874000.0,96363000.0,131191000.0,90359000.0,727308000.0,592480000.0,536190000.0,310127000.0,272275000.0,312714000.0,310127000.0,272275000.0,312714000.0
ACB.TO,Aurora Cannabis Inc.,Healthcare,221339000.0,245252000.0,268703000.0,-110267000.0,-210577000.0,-342142000.0,1084356000.0,2604731000.0,2779921000.0,662354000.0,2037700000.0,2123226000.0,662354000.0,2037700000.0,2123226000.0
ACQ.TO,AutoCanada Inc.,Consumer Cyclical,6040619000.0,4653415000.0,3329494000.0,147974000.0,112942000.0,137865000.0,2858331000.0,2258673000.0,1917363000.0,486797000.0,519409000.0,362820000.0,486797000.0,519409000.0,362820000.0
XLY.TO,Auxly Cannabis Group Inc.,Healthcare,94472000.0,83829000.0,46719000.0,-2481000.0,-49758000.0,-33128000.0,331820000.0,450422000.0,378963000.0,85687000.0,208113000.0,191529000.0,85687000.0,208113000.0,191529000.0
AVNT.TO,Avant Brands Inc.,Healthcare,20149000.0,9499000.0,7907000.0,-3461000.0,-5623000.0,-959000.0,67031000.0,50570000.0,40800000.0,48243000.0,47874000.0,28420000.0,48243000.0,47874000.0,28420000.0
AVCN.TO,Avicanna Inc.,Healthcare,4047881.0,3268906.0,1570060.0,-7435368.0,-11663025.0,-13970453.0,17619231.0,22301614.0,30155561.0,3458651.0,6908022.0,13909830.0,3458651.0,6908022.0,13909830.0
ASM.TO,Avino Silver & Gold Mines Ltd.,Basic Materials,44187000.0,11228000.0,16022000.0,11831000.0,109000.0,72000.0,121196000.0,86278000.0,68780000.0,98021000.0,78507000.0,59008000.0,98021000.0,78507000.0,59008000.0
AXIS.TO,Axis Auto Finance Inc.,Financial Services,40595207.0,40163349.0,38368588.0,-48785950.0,-29439854.0,-1307723.0,218548446.0,186997131.0,155841647.0,24213941.0,49416318.0,36085636.0,24213941.0,49416318.0,36085636.0
AYA.TO,Aya Gold & Silver Inc.,Basic Materials,38244921.0,34301914.0,13822709.0,9648774.0,17502239.0,1353451.0,156804373.0,161257878.0,72075565.0,130309059.0,140001689.0,61926068.0,130309059.0,140001689.0,61926068.0
ABX.TO,Barrick Gold Corporation,Basic Materials,11013000000.0,11985000000.0,12595000000.0,3481000000.0,4378000000.0,5417000000.0,45965000000.0,46890000000.0,46506000000.0,31289000000.0,32307000000.0,31710000000.0,31289000000.0,32307000000.0,31710000000.0
AUMN.TO,Golden Minerals Company,Basic Materials,23285000.0,25596000.0,5637000.0,-9657000.0,1414000.0,-9484000.0,14944000.0,23713000.0,18306000.0,6480000.0,14092000.0,11972000.0,6480000.0,14092000.0,11972000.0
AIDX.TO,Healwell AI Inc.,Healthcare,53222000.0,47817000.0,38573000.0,-8346000.0,-7098000.0,4222000.0,45629000.0,60890000.0,22358000.0,13494000.0,29746000.0,237000.0,13494000.0,29746000.0,237000.0
ATRL.TO,SNC-Lavalin Group Inc.,Industrials,7549031000.0,7371252000.0,7007501000.0,-245360000.0,134198000.0,121485000.0,9459986000.0,9875964000.0,10340278000.0,2879085000.0,2993459000.0,2568693000.0,2879085000.0,2993459000.0,2568693000.0
BTO.TO,B2Gold Corp.,Basic Materials,1732590000.0,1762264000.0,1788928000.0,595798000.0,724113000.0,950645000.0,3681233000.0,3561293000.0,3362379000.0,3111789000.0,2961007000.0,2660590000.0,3111789000.0,2961007000.0,2660590000.0
BDGI.TO,Badger Infrastructure Solutions Ltd.,Industrials,570812000.0,453910000.0,438083848.30139,68329000.0,54610000.0,109201982.496314,533000000.0,478314000.0,489224000.0,222847000.0,221815000.0,258022000.0,222847000.0,221815000.0,258022000.0
BLDP.TO,Ballard Power Systems Inc.,Industrials,83786000.0,104505000.0,103877000.0,-132171000.0,-80476000.0,-42934000.0,1247077000.0,1440943000.0,975599000.0,1158911000.0,1328217000.0,900887000.0,1158911000.0,1328217000.0,900887000.0
BMO.TO,Bank of Montreal,Financial Services,33055000000.0,26259000000.0,26909000000.0,9591000000.0,4957000000.0,44049000000.0,1293276000000.0,1139199000000.0,988175000000.0,77037000000.0,71038000000.0,57523000000.0,77037000000.0,71038000000.0,57523000000.0
BNS.TO,The Bank of Nova Scotia,Financial Services,31787000000.0,31509000000.0,30913000000.0,31724000000.0,16943000000.0,-12807000000.0,1410789000000.0,1349418000000.0,1184844000000.0,78667000000.0,74749000000.0,72892000000.0,78667000000.0,74749000000.0,72892000000.0
BLCO.TO,Bausch + Lomb Corporation,Healthcare,3768000000.0,3765000000.0,3412000000.0,345000000.0,873000000.0,522000000.0,11144000000.0,10823000000.0,11266000000.0,7101000000.0,9402000000.0,9988000000.0,7101000000.0,9402000000.0,9988000000.0
BHC.TO,Bausch Health Companies Inc.,Healthcare,8124000000.0,8434000000.0,8027000000.0,-728000000.0,1426000000.0,1111000000.0,25686000000.0,29202000000.0,31199000000.0,260000000.0,-34000000.0,605000000.0,260000000.0,-34000000.0,605000000.0
BYL.TO,Baylin Technologies Inc.,Technology,120860000.0,102494000.0,119739000.0,-4981000.0,-6877000.0,3663000.0,74384000.0,93033000.0,133473000.0,-3260000.0,11781000.0,48863000.0,-3260000.0,11781000.0,48863000.0
BTE.TO,Baytex Energy Corp.,Energy,2889045000.0,1868195000.0,975477000.0,1172872000.0,712384000.0,353096000.0,5103769000.0,4834643000.0,3408096000.0,3030417000.0,2211329000.0,578213000.0,3030417000.0,2211329000.0,578213000.0
BCE.TO,BCE Inc.,Communication Services,24174000000.0,23449000000.0,22883000000.0,8365000000.0,8008000000.0,7754000000.0,69329000000.0,66764000000.0,60665000000.0,22515000000.0,22941000000.0,21329000000.0,22515000000.0,22941000000.0,21329000000.0
BEK-B.TO,The Becker Milk Company Limited,Real Estate,2712093.0,2630175.0,3024970.0,904990.0,166773.0,343227.0,40325011.0,43020517.0,37502342.0,34868567.0,36798716.0,32140049.0,34868567.0,36798716.0,32140049.0
BSX.TO,Belo Sun Mining Corp,Basic Materials,0.0,0.0,0.0,-9887358.0,-5887368.0,-4359456.0,36736179.0,48403525.0,54487873.0,35235931.0,46550204.0,50839744.0,35235931.0,46550204.0,50839744.0
BNG.TO,Bengal Energy Ltd.,Energy,8149000.0,7650000.0,5234000.0,2111000.0,835000.0,301000.0,49697000.0,48577000.0,44246000.0,41534000.0,41919000.0,38730000.0,41534000.0,41919000.0,38730000.0
BNK.TO,Big Banc Split Corp.,Financial Services,-3960770.0,13358397.0,7440920.0,5194671.0,1980019.0,-29398819.0,32271687.0,44902740.0,40459121.0,17855633.0,28505998.0,22049521.0,17855633.0,28505998.0,22049521.0
PRM.TO,Big Pharma Split Corp.,Financial Services,3710644.0,5359368.0,589257.0,1128429.0,-9000359.0,4348424.0,39096007.0,37814444.0,22932626.0,19730807.0,22403907.0,13185266.0,19730807.0,22403907.0,13185266.0
BR.TO,Big Rock Brewery Inc.,Consumer Defensive,47098000.0,45982000.0,43984000.0,-1335000.0,962000.0,4326000.0,51626000.0,54822000.0,51955000.0,25202000.0,31703000.0,34822000.0,25202000.0,31703000.0,34822000.0
BIR.TO,Birchcliff Energy Ltd.,Energy,1358986000.0,953128000.0,542192000.0,925275000.0,515369000.0,188180000.0,3169365000.0,2959967000.0,2902043000.0,2412653000.0,1917603000.0,1627567000.0,2412653000.0,1917603000.0,1627567000.0
BDT.TO,Bird Construction Inc.,Industrials,2377549000.0,2220026000.0,1504432000.0,43399000.0,35826000.0,128947000.0,1229279000.0,1137148000.0,1067550000.0,272988000.0,243488000.0,212610000.0,272988000.0,243488000.0,212610000.0
BITF.TO,Bitfarms Ltd.,Financial Services,142428000.0,169491000.0,34703000.0,36250000.0,-43319000.0,7223000.0,343098000.0,542587000.0,51704000.0,255567000.0,422582000.0,15447000.0,255567000.0,422582000.0,15447000.0
BDI.TO,Black Diamond Group Limited,Industrials,324544000.0,339550000.0,179857000.0,70789000.0,71137000.0,50031000.0,649442000.0,530341000.0,511890000.0,272543000.0,246799000.0,226679000.0,272543000.0,246799000.0,226679000.0
BKI.TO,Black Iron Inc.,Basic Materials,0.0,0.0,0.0,-3279065.0,-4956550.0,-1714798.0,2331829.0,6393895.0,1794498.0,1306243.0,4657363.0,-5730458.0,1306243.0,4657363.0,-5730458.0
BB.TO,BlackBerry Limited,Technology,656000000.0,718000000.0,893000000.0,-263000000.0,-28000000.0,82000000.0,1679000000.0,2567000000.0,2818000000.0,857000000.0,1556000000.0,1504000000.0,857000000.0,1556000000.0,1504000000.0
BLN.TO,Blackline Safety Corp.,Technology,100006000.0,72931000.0,54312000.0,-22065000.0,-50560000.0,-28970000.0,109120000.0,108049000.0,109303000.0,33198000.0,52362000.0,73338000.0,33198000.0,52362000.0,73338000.0
GBT.TO,BMTC Group Inc.,Consumer Cyclical,717972000.0,819445000.0,649056000.0,-1935000.0,62226000.0,83953000.0,581964000.0,549926000.0,450207000.0,440899000.0,387866000.0,270708000.0,440899000.0,387866000.0,270708000.0
BRMI.TO,Boat Rocker Media Inc.,Communication Services,304281000.0,580369000.0,226803000.0,-74131000.0,-16875000.0,-36525000.0,796547000.0,603539000.0,663412000.0,261652000.0,263779000.0,59664000.0,261652000.0,263779000.0,59664000.0
BBD-B.TO,Bombardier Inc.,Industrials,6913000000.0,6085000000.0,6487000000.0,1072000000.0,332000000.0,-1672000000.0,12324000000.0,12764000000.0,23090000000.0,-2762000000.0,-3089000000.0,-6657000000.0,-2762000000.0,-3089000000.0,-6657000000.0
BNE.TO,Bonterra Energy Corp.,Energy,384197000.0,251616000.0,121642000.0,183553000.0,96103000.0,32073000.0,919682000.0,945721000.0,731859000.0,479839000.0,392019000.0,196633000.0,479839000.0,392019000.0,196633000.0
BLX.TO,Boralex Inc.,Utilities,836000000.0,691000000.0,633000000.0,513000000.0,345000000.0,362000000.0,6539000000.0,5751000000.0,5314000000.0,2026000000.0,1211000000.0,991000000.0,2026000000.0,1211000000.0,991000000.0
BYD.TO,Boyd Group Services Inc.,Consumer Cyclical,2432318000.0,1872670000.0,1561224000.0,264247000.0,196714000.0,230906000.0,2102832000.0,2027127000.0,1571547000.0,746597000.0,726434000.0,711680000.0,746597000.0,726434000.0,711680000.0
BRAG.TO,Bragg Gaming Group Inc.,Communication Services,84734000.0,58319000.0,46421000.0,5753000.0,115000.0,6729000.0,104388000.0,83390000.0,72094000.0,69534000.0,66195000.0,39897000.0,69534000.0,66195000.0,39897000.0
BRY.TO,Bri-Chem Corp.,Energy,104513230.0,60404605.0,45155719.0,-8565278.0,-9219592.0,10222775.0,78499825.0,43796425.0,26289388.0,22406019.0,11716460.0,10557543.0,22406019.0,11716460.0,10557543.0
BCT.TO,BriaCell Therapeutics Corp.,Healthcare,0.0,0.0,0.0,-23744860.0,-12484376.0,-7750188.0,27163577.0,42577041.0,58043762.0,-3777181.0,10328932.0,27671721.0,-3777181.0,10328932.0,27671721.0
BRE.TO,Bridgemarq Real Estate Services Inc.,Real Estate,49871000.0,50202000.0,40339000.0,15103000.0,15139000.0,19866000.0,72629000.0,78596000.0,88959000.0,-48314000.0,-56480000.0,-48439000.0,-48314000.0,-56480000.0,-48439000.0
LCS.TO,Brompton Lifeco Split Corp.,Financial Services,-4723341.0,18774868.0,-13578911.0,-64883048.0,11178365.0,12495889.0,134579528.0,80509244.0,76150029.0,43318432.0,30447215.0,22060966.0,43318432.0,30447215.0,22060966.0
SBC.TO,Brompton Split Banc Corp.,Financial Services,-41687627.0,101560748.0,9967140.0,-34605947.0,7208493.0,-83159610.0,350944552.0,369459076.0,282181724.0,164814611.0,207660633.0,143800224.0,164814611.0,207660633.0,143800224.0
BAM.TO,Brookfield Asset Management Ltd.,Financial Services,0.0,2788000000.0,2251000000.0,-374000000.0,1443000000.0,1786000000.0,3161000000.0,25643000000.0,,2377000000.0,14403000000.0,,2377000000.0,14403000000.0,
BBUC.TO,Brookfield Business Corporation,Financial Services,10598000000.0,9649000000.0,9606000000.0,181000000.0,618000000.0,514000000.0,27376000000.0,15920000000.0,16657000000.0,4071000000.0,1136000000.0,2706000000.0,4071000000.0,1136000000.0,2706000000.0
BBU-UN.TO,Brookfield Business Partners L.P.,Industrials,57545000000.0,46587000000.0,37635000000.0,1011000000.0,1693000000.0,4205000000.0,89498000000.0,64219000000.0,54746000000.0,18465000000.0,13000000000.0,11337000000.0,18465000000.0,13000000000.0,11337000000.0
BN.TO,Brookfield Corporation,Financial Services,92769000000.0,75731000000.0,62752000000.0,8751000000.0,7874000000.0,8341000000.0,441284000000.0,391003000000.0,343696000000.0,141891000000.0,134741000000.0,122642000000.0,141891000000.0,134741000000.0,122642000000.0
BIPC.TO,Brookfield Infrastructure Corporation,Utilities,1886000000.0,1643000000.0,1430000000.0,893000000.0,839000000.0,730000000.0,10178000000.0,10086000000.0,9344000000.0,-361000000.0,-1424000000.0,-572000000.0,-361000000.0,-1424000000.0,-572000000.0
BIP-UN.TO,Brookfield Infrastructure Partners L.P.,Utilities,14427000000.0,11537000000.0,8885000000.0,3131000000.0,2772000000.0,2530000000.0,72969000000.0,73961000000.0,61331000000.0,25554000000.0,26391000000.0,21673000000.0,25554000000.0,26391000000.0,21673000000.0
BEPC.TO,Brookfield Renewable Corporation,Utilities,3778000000.0,3367000000.0,3087000000.0,1284000000.0,395000000.0,992000000.0,43288000000.0,41986000000.0,39473000000.0,16824000000.0,14225000000.0,11725000000.0,16824000000.0,14225000000.0,11725000000.0
BEP-UN.TO,Brookfield Renewable Partners L.P.,Utilities,4711000000.0,4096000000.0,3810000000.0,1711000000.0,734000000.0,1296000000.0,64111000000.0,55867000000.0,49722000000.0,26286000000.0,23996000000.0,21767000000.0,26286000000.0,23996000000.0,21767000000.0
DOO.TO,BRP Inc.,Consumer Cyclical,10033400000.0,7647900000.0,5952900000.0,649500000.0,770000000.0,954200000.0,6464600000.0,5030900000.0,4885900000.0,540100000.0,-132800000.0,-474900000.0,540100000.0,-132800000.0,-474900000.0
BU.TO,Burcon NutraScience Corporation,Consumer Defensive,363913.0,171471.0,258646.0,-6015521.0,-5913505.0,-3032948.0,9899369.0,29349737.0,37724745.0,4137311.0,28247240.0,36272999.0,4137311.0,28247240.0,36272999.0
BK.TO,Canadian Banc Corp.,Financial Services,4316201.0,62628462.0,-12674670.0,-52793481.0,26786993.0,8923860.0,353118238.0,238523756.0,206213867.0,184349820.0,133821328.0,96265474.0,184349820.0,133821328.0,96265474.0
